325,1981,10,17
326,1992,12,26
327,1957,05,11
328,2016,03,09
329,1992,06,26
330,2002,02,11
331,2016,10,27
332,1992,06,09
333,1996,07,11
334,1991,09,25
335,1992,07,13
336,2015,11,30
337,2014,09,08
338,1992,12,18
339,1967,12,12
340,1991,11,17
341,1992,12,06
342,2003,08,10
343,1955,02,27
344,1992,05,27
345,1956,10,24
346,1967,03,13
347,1992,03,30
348,1961,04,11
349,1947,04,06
350,1992,01,21
351,1954,11,05
352,1945,03,09
353,1992,02,19
354,2020,01,22
355,1990,04,22
356,1992,08,08
357,1944,05,23
358,2011,12,07
359,1992,03,28
360,1992,03,31
361,2013,11,18
362,1992,08,30
363,1952,09,11
364,1971,12,01
365,1992,04,20
366,1994,12,16
367,1976,10,01
368,1992,01,25
369,1975,07,08
370,1985,08,30
371,1992,03,07
372,1977,04,17
373,1995,10,10
374,1992,06,17
375,2018,07,16
376,2019,08,30
377,1992,03,27
378,2006,12,15
379,1982,05,31
380,1992,07,02
381,1953,12,30
382,1973,05,11
383,1992,05,23
384,1961,07,14
385,1951,03,11
386,1992,08,26
387,1997,08,24
388,1950,02,16
389,1992,01,24
390,1966,03,26
391,2004,03,23
392,1992,03,08
393,1966,05,22
394,1962,10,08
395,1992,10,10
396,1996,09,06
397,1956,05,13
398,1992,08,10
399,1974,05,06
400,1963,06,04
401,1992,10,13
402,1975,05,25
403,1965,02,07
404,1992,11,22
405,1961,08,06
406,2009,02,03
407,1992,12,07
408,1976,07,22
409,1955,05,02
410,1992,03,07
411,1999,02,07
412,2014,10,14
413,1992,10,30
414,1971,03,16
415,1956,07,02
416,1992,11,14
417,2012,05,21
418,1965,10,03
419,1992,05,24
420,1957,05,12
421,1950,06,13
422,1992,04,30
423,1985,07,14
424,1984,09,26
425,1992,08,02
426,2014,06,29
427,1997,11,30
428,1992,12,31
429,1967,12,29
430,1957,02,20
431,1992,08,07
432,1949,02,10
433,1984,04,05
434,1992,12,09
435,1970,01,02
436,1984,03,25
437,1992,08,01
438,2002,03,01
439,1947,09,06
440,1992,12,29
441,1988,07,01
442,1997,05,20
443,1992,06,21
444,1959,05,25
445,2004,11,08
446,1992,12,08
447,1974,04,04
448,1972,12,15
449,1992,12,22
450,1978,07,26
451,1948,11,05
452,1992,01,10
453,2015,04,12
454,1998,12,01
455,1992,04,20
456,1953,06,14
457,2016,08,19
458,1992,01,17
459,1984,10,07
460,2013,10,19
461,1992,05,18
462,1957,08,08
463,1944,05,19
464,1992,08,02
465,1967,10,27
466,1995,03,13
467,1992,01,02
468,1984,06,11
469,1945,12,21
470,1992,01,13
471,2019,10,07
472,1961,09,07
473,1992,08,27
474,1998,04,12
475,1995,09,17
476,1992,11,25
477,1983,08,16
478,1952,02,22
479,1992,06,02
480,1968,05,16
481,2008,06,05
482,1992,07,03
483,2014,08,22
484,1961,01,31
485,1992,07,02
486,2017,04,27
487,1977,05,28
488,1992,10,12
489,1979,04,20
490,1975,06,12
491,1992,06,07
492,1982,11,12
493,2000,07,03
494,1992,10,07
495,2001,04,21
496,1977,01,27
497,1992,03,15
498,1950,06,14
499,2004,01,30
500,1992,08,09
501,1963,12,15
502,1990,03,25
503,1992,05,22
504,1958,01,10
505,1969,01,14
506,1992,09,01
507,1964,05,31
508,2016,02,08
509,1992,09,29
510,1946,03,23
511,2013,08,17
512,1992,04,20
513,1940,04,25
514,1957,10,11
515,1992,11,11
516,2003,03,31
517,2003,08,04
518,1992,11,14
519,2005,02,16
520,1977,03,23
521,1992,12,24
522,2009,03,19
523,1944,07,07
524,1992,01,19
525,2017,03,27
526,1946,11,19
527,1992,09,30
528,1948,12,09
529,1951,02,09
530,1992,04,13
531,2006,01,18
532,1964,01,11
533,1992,07,26
534,1965,04,21
535,1989,09,21
536,1992,10,21
537,2011,12,18
538,1958,09,29
539,1992,05,19
540,1977,10,09
541,1953,08,03
542,1992,08,04
543,1966,05,08
544,1948,09,12
545,1992,10,23
546,1999,11,02
547,2011,08,06
548,1992,12,11
549,1953,01,23
550,1990,06,27
551,1992,06,10
552,1983,06,30
553,2010,01,17
554,1992,04,14
555,1952,06,29
556,1963,02,25
557,1992,12,09
558,1941,05,13
559,2011,10,15
560,1992,11,09
561,1987,01,14
562,2008,10,24
563,1992,09,07
564,2011,06,20
565,2011,01,27
566,1992,06,26
567,2013,11,30
568,1985,07,05
569,1992,08,17
570,1942,07,13
571,2017,07,21
572,1992,04,18
573,1988,01,05
574,1964,07,30
575,1992,05,18
576,1954,03,08
577,2019,06,07
578,1992,02,10
579,1981,04,06
580,1983,12,27
581,1992,04,23
582,2003,08,16
583,2012,04,04
584,1992,04,13
585,1963,12,19
586,2009,08,09
587,1992,02,16
588,1940,09,30
589,1997,07,15
590,1992,03,17
591,1976,02,10
592,1991,04,27
593,1992,06,01
594,1987,06,25
595,1951,08,22
596,1992,09,25
597,1974,11,06
598,1969,06,28
599,1992,10,07
600,1986,08,03
601,1982,07,04
602,1992,12,04
603,2005,10,12
604,1944,11,18
605,1992,01,23
606,1966,07,24
607,1997,11,16
608,1992,10,24
609,2014,09,15
610,1996,05,06
611,1992,01,22
612,1968,03,24
613,1950,11,14
614,1992,07,06
615,2002,10,27
616,1989,03,28
617,1992,07,13
618,1981,01,31
619,1969,08,10
620,1992,04,16
621,1996,05,17
622,2003,08,17
623,1992,07,24
624,1994,04,08
625,1985,03,02
626,1992,09,26
627,1971,02,25
628,2008,08,19
629,1992,07,24
630,2016,10,05
631,1969,10,11
632,1992,01,12
633,1956,05,07
634,2011,11,29
635,1992,05,09
636,1983,04,01
637,1974,03,05
638,1992,08,21
639,1959,07,18
640,1976,02,25
641,1992,04,02
642,2001,04,21
643,1992,04,24
644,1992,06,24
645,2016,07,02
646,1961,01,24
647,1992,02,23
648,1981,09,30
649,1989,05,17
650,1992,02,08
651,1941,07,31
652,1982,03,13
653,1992,08,05
654,1956,11,03
655,1973,05,12
656,1992,01,31
657,2009,12,12
658,1987,10,30
659,1992,05,08
660,2007,07,28
661,1946,10,29
662,1992,08,24
663,1954,11,18
664,1946,07,12
665,1992,03,08
666,1962,04,02
667,1947,03,02
668,1992,01,02
669,2014,09,21
670,2011,03,22
671,1992,01,19
672,1943,05,09
673,1952,07,05
674,1992,09,02
675,1958,03,30
676,1992,07,02
677,1992,05,08
678,2001,01,29
679,1995,08,27
680,1992,10,16
681,1987,06,23
682,1974,11,18
683,1992,05,26
684,1944,04,21
685,1955,06,15
686,1992,10,28
687,1973,09,14
688,1976,02,26
689,1992,06,19
690,1976,10,04
691,1973,03,12
692,1992,05,10
693,2004,04,01
694,2015,11,28
695,1992,03,20
696,2017,01,19
697,1944,05,25
698,1992,11,10
699,2006,09,03
700,1968,09,15
701,1992,05,25
702,1968,05,13
703,2019,11,29
704,1992,10,24
705,1953,04,18
706,2017,07,10
707,1992,01,20
708,2018,06,07
709,1988,06,01
710,1992,06,28
711,1941,09,24
712,1997,12,10
713,1992,04,08
714,1955,07,08
715,2000,09,15
716,1992,12,28
717,1984,04,15
718,2019,04,14
719,1992,11,13
720,1957,02,27
721,1999,12,14
722,1992,10,20
723,1978,02,06
724,2011,01,18
725,1992,11,03
726,2013,02,08
727,2016,10,07
728,1992,06,11
729,1956,08,03
730,1996,12,19
731,1992,11,17
732,2003,01,11
733,1957,08,15
734,1992,11,01
735,1981,06,23
736,1978,02,23
737,1992,09,26
738,1944,08,07
739,1955,02,13
740,1992,01,30
741,1960,05,17
742,1976,09,23
743,1992,04,11
744,2007,10,14
745,1984,05,04
746,1992,12,11
747,1993,01,21
748,2013,05,28
749,1992,02,05
750,1950,07,19
751,1969,01,06
752,1992,12,20
753,1941,07,10
754,1961,05,31
755,1992,11,19
756,1999,02,26
757,2009,01,11
758,1992,10,27
759,1999,05,19
760,1953,07,08
761,1992,07,30
762,1952,10,09
763,1954,01,13
764,1992,09,03
765,2012,01,24
766,1972,04,17
767,1992,04,09
768,2007,11,17
769,2014,12,29
770,1992,04,17
771,1963,08,31
772,1947,07,04
773,1992,04,04
774,1996,03,05
775,2005,09,29
776,1992,04,18
777,1984,01,25
778,2002,04,12
779,1992,01,28
780,1959,09,02
781,1944,06,21
782,1992,11,24
783,2011,10,21
784,2014,05,29
785,1992,01,08
786,2010,04,02
787,1991,08,25
788,1992,01,04
789,2011,02,03
790,1970,10,05
791,1992,10,10
792,2016,01,05
793,1952,08,31
794,1992,10,12
795,1940,02,04
796,1986,10,19
797,1992,12,08
798,1956,04,19
799,2011,02,07
800,1992,07,09
801,1980,01,17
802,1992,04,07
803,1992,12,29
804,1972,05,04
805,1952,03,09
806,1992,08,18
807,1952,09,30
808,2007,08,27
809,1992,04,18
810,1988,02,07
811,1949,01,09
812,1992,08,11
813,1950,05,07
814,1992,05,16
815,1992,05,17
816,1988,01,30
817,1988,06,23
818,1992,02,25
819,1982,10,23
820,1940,04,27
821,1992,01,03
822,2019,01,21
823,1961,01,02
824,1992,07,24
825,1965,06,13
826,1954,10,03
827,1992,04,08
828,1951,10,30
829,2019,02,12
830,1992,03,10
831,1962,05,17
832,2018,08,06
833,1992,07,29
834,1988,10,17
835,1962,06,29
836,1992,09,29
837,1977,05,28
838,1991,09,08
839,1992,10,21
840,1963,02,28
841,1979,02,07
842,1992,09,25
843,1952,07,21
844,2005,08,15
845,1992,06,28
846,1990,10,07
847,1960,05,13
848,1992,09,21
849,2000,07,23
850,1996,02,10
851,1992,04,04
852,1974,12,02
853,1969,03,05
854,1992,01,30
855,1981,06,22
856,1968,07,17
857,1992,10,26
858,2019,07,17
859,1993,11,15
860,1992,01,08
861,1942,03,09
862,1962,02,04
863,1992,06,22
864,2000,06,20
865,2013,06,09
866,1992,03,16
867,1984,04,29
868,1983,02,06
869,1992,06,18
870,2000,12,25
871,1968,04,08
872,1992,08,14
873,1985,10,25
874,1969,06,23
875,1992,11,08
876,1981,07,25
877,1991,11,09
878,1992,02,15
879,1971,11,16
880,1984,03,09
881,1992,12,30
882,1978,10,26
883,2010,06,22
884,1992,02,27
885,2000,12,05
886,1944,05,15
887,1992,06,08
888,2009,06,24
889,1957,11,01
890,1992,05,19
891,1945,03,13
892,1972,02,20
893,1992,03,14
894,1948,12,11
895,1980,04,18
896,1992,01,08
897,1986,09,11
898,2002,02,18
899,1992,09,28
900,1993,06,24
901,1958,11,03
902,1992,07,28
903,1969,09,20
904,2003,05,16
905,1992,08,07
906,2014,06,27
907,2019,11,02
908,1992,08,21
909,2012,12,05
910,1983,01,24
911,1992,10,09
912,1998,11,16
913,2012,04,14
914,1992,06,16
915,1986,10,01
916,1951,03,18
917,1992,05,15
918,2002,12,23
919,1994,09,07
920,1992,12,31
921,1941,10,04
922,1984,05,20
923,1992,09,04
924,1961,04,14
925,1998,10,22
926,1992,06,10
927,1952,11,25
928,1954,05,25
929,1992,07,31
930,2010,02,28
931,1958,08,05
932,1992,08,02
933,2002,07,30
934,1971,11,02
935,1992,07,08
936,1975,12,27
937,2017,02,08
938,1992,12,01
939,2007,06,06
940,1982,11,13
941,1992,07,09
942,2012,11,19
943,1983,12,13
944,1992,11,21
945,1969,12,05
946,1983,07,11
947,1992,01,09
948,2010,05,06
949,1953,04,18
950,1992,02,11
951,2002,03,16
952,1971,03,30
953,1992,11,22
954,1954,11,25
955,1955,03,30
956,1992,12,06
957,1943,07,24
958,1996,01,20
959,1992,02,01
960,1989,12,06
961,1987,02,28
962,1992,10,19
963,1943,11,08
964,2009,04,27
965,1992,08,19
966,1990,04,02
967,1958,03,21
968,1992,11,19
969,1984,09,24
970,1967,08,30
971,1992,05,26
972,1973,12,09
973,2017,11,05
974,1992,06,16
975,1993,07,03
976,1983,01,24
977,1992,05,20
978,1978,10,03
979,1942,04,09
980,1992,12,21
981,1987,03,18
982,2004,06,07
983,1992,12,21
984,1982,03,23
985,2008,02,03
986,1992,03,06
987,2001,01,03
988,1986,05,01
989,1992,07,02
990,2008,12,28
991,2007,02,06
992,1992,09,18
993,2008,05,05
994,1948,04,16
995,1992,07,28
996,2008,09,25
997,1950,01,23
998,1992,04,30
999,1963,01,05
1000,2004,08,31
1001,1992,03,28
1002,1943,05,16
1003,2001,09,13
1004,1992,10,22
1005,1999,03,31
1006,2018,11,18
1007,1992,08,06
1008,1941,05,10
1009,2004,03,10
1010,1992,08,22
1011,2001,07,28
1012,2017,02,27
1013,1992,04,15
1014,1959,07,11
1015,1968,10,21
1016,1992,11,19
1017,2007,04,29
1018,1972,12,03
1019,1992,01,16
1020,1982,01,21
1021,1961,10,15
1022,1992,11,21
1023,1998,10,03
1024,1955,07,26
1025,1992,09,16
1026,1985,03,29
1027,1988,10,20
1028,1992,12,26
1029,1954,05,12
1030,1984,06,03
1031,1992,01,31
1032,2006,02,01
1033,2005,07,18
1034,1992,11,09
1035,2017,10,26
1036,2017,05,28
1037,1992,09,30
1038,2017,04,18
1039,2000,11,08
1040,1992,09,11
1041,1955,08,11
1042,1980,10,08
1043,1992,02,13
1044,2007,12,18
1045,1995,11,04
1046,1992,05,11
1047,1962,04,30
1048,1989,04,04
1049,1992,08,22
1050,2000,04,12
1051,2004,06,02
1052,1992,07,16
1053,1955,06,19
1054,1976,05,02
1055,1992,10,28
1056,2004,09,30
1057,1977,12,14
1058,1992,06,09
1059,1998,08,08
1060,1967,05,21
1061,1992,09,08
1062,1997,02,16
1063,1980,11,12
1064,1992,01,03
1065,2010,03,07
1066,1990,11,29
1067,1992,09,28
1068,2019,03,19
1069,2013,10,03
1070,1992,09,29
1071,2004,05,19
1072,1986,01,29
1073,1992,04,04
1074,2016,06,27
1075,1950,06,06
1076,1992,04,20
1077,1982,12,29
1078,1953,03,20
1079,1992,05,04
1080,1969,07,25
1081,1960,10,28
1082,1992,06,29
1083,1944,07,02
1084,2004,10,12
1085,1992,10,02
1086,1945,05,15
1087,1967,02,26
1088,1992,09,26
1089,1993,05,23
1090,1940,10,05
1091,1992,10,19
1092,1988,01,28
1093,1991,04,16
1094,1992,10,16
1095,1972,12,20
1096,2015,07,26
1097,1992,10,18
1098,2006,05,19
1099,1941,12,12
1100,1992,06,30
1101,2000,08,31
1102,2006,10,21
1103,1992,04,09
1104,2011,02,22
1105,1988,05,26
1106,1992,10,26
1107,1962,02,25
1108,1942,03,28
1109,1992,04,21
1110,1971,02,18
1111,2019,10,27
1112,1992,10,12
1113,1980,04,01
1114,1967,11,03
1115,1992,09,12
1116,1942,05,31
1117,1945,04,03
1118,1992,11,22
1119,1990,11,23
1120,1958,04,25
1121,1992,06,18
1122,1952,10,19
1123,1951,06,30
1124,1992,11,06
1125,1940,08,09
1126,1962,01,23
1127,1992,01,25
1128,1953,08,01
1129,1992,01,01
1130,1992,10,30
1131,1958,10,28
1132,2008,02,28
1133,1992,01,09
1134,1997,06,01
1135,2004,02,03
1136,1992,10,15
1137,1991,04,13
1138,2007,06,16
1139,1992,05,07
1140,1941,07,15
1141,1999,12,26
1142,1992,04,04
1143,1996,07,04
1144,1950,07,15
1145,1992,01,24
1146,2010,05,09
1147,1943,11,12
1148,1992,02,11
1149,1993,02,02
1150,1985,03,12
1151,1992,01,21
1152,2017,10,26
1153,1967,05,12
1154,1992,10,17
1155,1992,01,26
1156,1960,12,12
1157,1992,05,02
1158,1965,02,25
1159,1946,07,09
1160,1992,03,27
1161,1978,10,19
1162,1971,05,13
1163,1992,04,03
1164,1983,10,16
1165,1947,04,20
1166,1992,12,09
1167,1982,06,12
1168,1946,06,10
1169,1992,05,28
1170,2018,12,25
1171,2018,05,27
1172,1992,09,13
1173,1946,06,19
1174,1994,02,25
1175,1992,03,02
1176,1954,11,29
1177,1942,06,29
1178,1992,06,26
1179,1951,03,05
1180,2012,12,07
1181,1992,02,14
1182,1986,04,06
1183,2019,07,11
1184,1992,05,30
1185,1956,02,07
1186,1985,03,03
1187,1992,05,18
1188,1977,07,14
1189,1968,05,29
1190,1992,02,10
1191,1964,09,22
1192,1948,12,12
1193,1992,10,25
1194,1957,03,12
1195,1961,11,24
1196,1992,08,05
1197,1990,07,25
1198,1987,10,20
1199,1992,08,25
1200,1984,10,24
1201,1979,09,03
1202,1992,12,12
1203,1950,09,12
1204,1991,02,06
1205,1992,12,10
1206,1963,12,05
1207,2018,03,05
1208,1992,04,18
1209,1992,10,07
1210,1941,01,09
1211,1992,09,21
1212,1972,12,11
1213,1971,10,28
1214,1992,07,09
1215,1950,10,18
1216,2004,02,22
1217,1992,02,04
1218,2005,04,23
1219,2000,05,28
1220,1992,11,19
1221,2006,11,23
1222,1977,03,10
1223,1992,12,07
1224,2019,09,11
1225,2001,07,15
1226,1992,02,05
1227,1952,12,18
1228,1964,06,30
1229,1992,04,08
1230,1980,04,21
1231,1970,04,02
1232,1992,09,07
1233,1999,10,13
1234,1964,10,05
1235,1992,05,23
1236,2000,05,20
1237,1965,08,14
1238,1992,04,26
1239,1986,10,09
1240,2000,08,21
1241,1992,11,09
1242,1975,03,30
1243,1991,03,12
1244,1992,01,11
1245,2014,09,03
1246,1979,05,07
1247,1992,05,17
1248,1958,02,18
1249,1983,04,02
1250,1992,09,14
1251,1965,11,27
1252,1972,11,18
1253,1992,08,25
1254,1969,12,27
1255,1954,05,10
1256,1992,01,06
1257,1954,04,21
1258,2014,11,27
1259,1992,09,10
1260,1959,04,17
1261,1962,05,18
1262,1992,01,09
1263,1987,04,05
1264,1994,06,30
1265,1992,09,28
1266,1996,01,22
1267,1953,11,14
1268,1992,02,15
1269,2013,01,05
1270,1960,02,10
1271,1992,08,07
1272,1952,05,25
1273,2005,05,16
1274,1992,04,10
1275,1951,07,20
1276,1981,10,29
1277,1992,04,16
1278,1943,11,14
1279,1965,08,19
1280,1992,04,25
1281,1954,11,20
1282,1973,06,09
1283,1992,04,13
1284,2019,08,07
1285,2006,07,05
1286,1992,06,06
1287,1997,12,19
1288,1955,10,20
1289,1992,02,16
1290,1950,05,02
1291,1945,11,20
1292,1992,10,19
1293,1975,11,28
1294,1940,08,26
1295,1992,04,14
1296,1970,01,18
1297,2006,05,25
1298,1992,04,06
1299,1967,08,23
1300,1968,05,14
1301,1992,02,23
1302,2013,04,09
1303,1973,04,30
1304,1992,07,19
1305,1970,07,02
1306,2012,09,02
1307,1992,11,11
1308,2008,09,09
1309,1996,04,04
1310,1992,11,14
1311,1978,10,11
1312,1986,03,12
1313,1992,04,18
1314,1968,04,15
1315,1955,02,07
1316,1992,03,18
1317,2019,09,23
1318,1992,01,01
1319,1992,08,15
1320,2013,06,14
1321,2018,12,09
1322,1992,02,20
1323,1955,11,23
1324,1957,09,02
1325,1992,08,28
1326,2016,07,22
1327,1984,05,30
1328,1992,04,27
1329,1995,10,08
1330,2018,10,15
1331,1992,10,04
1332,1976,09,24
1333,1947,06,25
1334,1992,09,01
1335,1969,11,22
1336,1974,12,04
1337,1992,09,18
1338,1967,04,28
1339,1982,10,13
1340,1992,04,20
1341,1971,03,21
1342,1979,07,12
1343,1992,03,17
1344,1977,12,11
1345,2019,10,19
1346,1992,07,24
1347,1952,12,08
1348,2002,12,17
1349,1992,05,06
1350,2003,10,26
1351,1981,07,27
1352,1992,08,28
1353,2000,05,08
1354,1998,02,19
1355,1992,03,20
1356,1987,02,02
1357,1977,12,06
1358,1992,12,28
1359,2009,01,22
1360,1984,02,14
1361,1992,02,24
1362,1974,07,07
1363,1964,12,27
1364,1992,04,19
1365,1998,09,19
1366,1992,08,14
1367,1992,04,22
1368,2018,10,18
1369,1964,06,09
1370,1992,07,19
1371,1989,06,01
1372,1945,04,04
1373,1992,09,06
1374,1961,08,19
1375,1967,06,23
1376,1992,05,30
1377,1954,08,01
1378,1975,05,21
1379,1992,05,13
1380,1960,02,19
1381,1996,02,26
1382,1992,01,09
1383,1995,12,22
1384,1949,06,13
1385,1992,06,30
1386,1996,12,04
1387,1999,02,19
1388,1992,04,06
1389,1984,09,23
1390,1958,07,19
1391,1992,10,22
1392,1947,04,03
1393,2004,01,25
1394,1992,07,08
1395,1958,08,19
1396,1968,11,21
1397,1992,05,31
1398,2016,05,22
1399,1968,08,18
1400,1992,02,26
1401,1986,11,18
1402,1995,08,08
1403,1992,05,17
1404,1990,11,10
1405,1996,11,18
1406,1992,09,26
1407,2008,10,25
1408,1966,07,17
1409,1992,10,22
1410,1944,06,23
1411,1953,06,05
1412,1992,12,08
1413,1971,03,22
1414,1980,05,23
1415,1992,06,04
1416,1953,09,04
1417,2006,08,03
1418,1992,11,03
1419,1967,03,19
1420,2008,04,12
1421,1992,06,09
1422,2000,12,27
1423,2017,01,01
1424,1992,12,13
1425,2008,03,31
1426,1998,11,26
1427,1992,07,10
1428,1993,04,19
1429,1954,04,28
1430,1992,11,13
1431,1948,10,15
1432,1992,06,06
1433,1992,09,23
1434,1989,01,08
1435,1970,04,01
1436,1992,11,20
1437,1982,06,04
1438,1984,03,22
1439,1992,09,12
1440,2008,12,10
1441,2018,05,13
1442,1992,06,30
1443,2017,03,17
1444,1991,11,01
1445,1992,10,14
1446,1941,01,14
1447,2018,02,14
1448,1992,05,18
1449,1968,04,02
1450,1995,12,27
1451,1992,01,29
1452,1945,06,24
1453,1965,02,04
1454,1992,04,21
1455,1940,03,13
1456,1997,01,09
1457,1992,09,20
1458,1999,12,25
1459,1966,11,22
1460,1992,01,31
1461,1995,08,02
1462,1944,10,05
1463,1992,03,13
1464,1946,11,28
1465,1966,10,24
1466,1992,10,30
1467,1995,12,26
1468,1948,12,08
1469,1992,05,29
1470,1968,10,21
1471,1941,05,01
1472,1992,06,07
1473,2014,10,24
1474,2016,07,18
1475,1992,07,15
1476,1957,01,12
1477,1944,12,24
1478,1992,05,13
1479,1975,05,29
1480,1991,02,26
1481,1992,05,29
1482,1950,12,17
1483,1979,01,14
1484,1992,04,22
1485,1984,09,12
1486,1959,05,31
1487,1992,09,24
1488,1997,06,24
1489,1984,05,10
1490,1992,10,29
1491,1989,08,16
1492,1965,11,06
1493,1992,01,13
1494,2001,06,23
1495,1983,09,20
1496,1992,05,21
1497,2011,07,27
1498,1942,10,14
1499,1992,01,25
